"word1","word2","n"
"faith","devotion",1
"faith","discipline",1
"faith","drive",1
"faith","freedom",1
"faith","join",1
"faith","nation",1
"faith","origin",1
"faith","place",1
"faith","reason",1
"faith","see",1
"faithful","friend",1
"faithful","ideal",1
"fall","hero",1
"fall","rest",1
"false","choice",1
"false","promise",1
"fame","risk",1
"family","brink",1
"family","close",1
"family","come",1
"family","community",1
"family","deny",1
"family","find",1
"family","live",1
"family","neighbor",1
"family","provide",1
"family","threaten",1
"family","thrive",1
"fanaticism","terror",1
"fantastic","change",1
"fantasy","day",1
"far","evidence",1
"far","region",1
"farm","factory",1
"farm","flourish",1
"farmer","clerk",1
"fate","deal",1
"fate","fortunate",1
"fate","nation",1
"father","bear",1
"father","declare",1
"father","face",1
"father","little",1
"favor","prosperous",1
"fear","crime",1
"fear","decline",1
"fear","demonization",1
"fear","illness",1
"fear","let",1
"fear","negotiate",1
"fear","remain",1
"fear","trepidation",1
"fearsome","strength",1
"fee","commerce",1
"fee","hungry",1
"feel","home",1
"feel","pain",1
"fellow","ask",1
"fellow","close",1
"fellow","countryman",1
"fellow","force",1
"fellow","have",1
"fellow","look",1
"fellow","make",1
"fellow","man",1
"fellow","mom",1
"fellow","oath",1
"fellow","passenger",1
"fellow","play",1
"fellow","say",1
"fellow","stand",1
"fellow","strong",1
"fellow","time",1
"fellow","view",1
"fellow","work",1
"few","classroom",1
"few","day",1
"few","do",1
"few","generation",1
"few","people",1
"few","rich",1
"few","rule",1
"few","wilderness",1
"few","worldly",1
"fiction","society",1
"fidelity","found",1
"fight","die",1
"fight","foe",1
"fight","issue",1
"fight","learn",1
"fight","replace",1
"fight","support",1
"fill","heart",1
"fill","smoke",1
"final","judge",1
"final","success",1
"final","war",1
"find","good",1
"find","job",1
"find","land",1
"find","mean",1
"find","new",1
"find","place",1
"find","pride",1
"find","time",1
"find","way",1
"find","work",1
"finish","enemy",1
"fire","cripple",1
"fire","destroy",1
"fire","light",1
"firefighter","courage",1
"firm","knowledge",1
"first","act",1
"first","justice",1
"first","revolution",1
"first","woman",1
"fix","horizon",1
"flag","wave",1
"flame","battle",1
"flame","freedom",1
"flexible","enough",1
"flourish","first",1
"flourish","let",1
"flow","nourish",1
"foe","assure",1
"foe","face",1
"foe","torch",1
"foe","work",1
"folk","colleague",1
"folk","time",1
"follow","long",1
"follow","same",1
"follow","surpass",1
"foolish","fantasy",1
"footprint","great",1
"force","destroy",1
"force","divide",1
"force","example",1
"force","fascism",1
"force","information",1
"force","necessary",1
"force","progress",1
"force","shake",1
"force","stop",1
"force","wait",1
"forebear","create",1
"forebear","fight",1
"forebear","guide",1
"forebear","prescribe",1
"forebear","true",1
"forebearers","generation",1
"foreign","domestic",1
"foreign","live",1
"forest","waterway",1
"forge","earn",1
"forge","enemy",1
"forget","abundance",1
"forget","country",1
"forget","great",1
"forget","people",1
"forget","today",1
"form","colonial",1
"form","perfect",1
"former","foe",1
"formulate","serious",1
"fortify","world",1
"fortunate","unfortunate",1
"fortune","spirit",1
"fortune","time",1
"forty","take",1
"forum","invective",1
"found","creed",1
"found","father",1
"found","generation",1
"foundation","come",1
"foundation","growth",1
"foundation","nation",1
"founder","declare",1
"founder","see",1
"founder","teach",1
"founder","understand",1
"fracture","economy",1
"fracture","nation",1
"fragile","hate",1
"free","believe",1
"free","deserve",1
"free","enterprise",1
"free","equal",1
"free","government",1
"free","market",1
"free","people",1
"free","pledge",1
"free","society",1
"free","stable",1
"free","take",1
"free","threat",1
"freedom","ask",1
"freedom","bind",1
"freedom","cause",1
"freedom","deliver",1
"freedom","gift",1
"freedom","have",1
"freedom","hour",1
"freedom","maintain",1
"freedom","man",1
"freedom","million",1
"freedom","pack",1
"freedom","remember",1
"freedom","require",1
"freedom","reserve",1
"freedom","soul",1
"freedom","spread",1
"freedom","symbolize",1
"freedom","thank",1
"freedom","threaten",1
"freedom","unmatched",1
"friend","ally",1
"friend","carry",1
"friend","democracy",1
"friend","enemy",1
"friend","foe",1
"friend","follow",1
"friend","former",1
"friend","lose",1
"friend","nation",1
"friend","neighbor",1
"friend","oppose",1
"frighten","find",1
"fruit","land",1
"fruitful","life",1
"fuel","car",1
"fuel","fanaticism",1
"full","potential",1
"fury","progress",1
"future","build",1
"future","fear",1
"future","founder",1
"future","peace",1
"future","people",1
"future","precious",1
"future","remember",1
"future","require",1
"future","same",1
"future","seem",1
"future","world",1
"gain","few",1
"gang","crime",1
"gather","choose",1
"gather","cloud",1
"gather","inaugurate",1
"gather","march",1
"gay","brother",1
"generate","wealth",1
"generation","be",1
"generation","bear",1
"generation","choice",1
"generation","covenant",1
"generation","define",1
"generation","finish",1
"generation","follow",1
"generation","generation",1
"generation","give",1
"generation","grant",1
"generation","have",1
"generation","keep",1
"generation","low",1
"generation","raise",1
"generation","spirit",1
"generation","summon",1
"generation","test",1
"generation","toil",1
"generation","young",1
"generosity","cooperation",1
"generosity","state",1
"generous","spirit",1
"get","answer",1
"get","look",1
"get","news",1
"gift","freedom",1
"gift","noble",1
"gift","reinvention",1
"gift","secure",1
"girl","bear",1
"girl","boy",1
"give","capital",1
"give","chance",1
"give","democracy",1
"give","difficult",1
"give","earn",1
"give","expedience",1
"give","judgment",1
"give","keep",1
"give","last",1
"give","opportunity",1
"give","power",1
"give","promise",1
"give","real",1
"give","republic",1
"give","service",1
"give","testimony",1
"give","tool",1
"give","wisdom",1
"give","word",1
"gladly","firm",1
"global","alliance",1
"global","investment",1
"global","society",1
"globe","belief",1
"globe","hang",1
"globe","million",1
"globe","seek",1
"globe","struggle",1
"glow","fire",1
"go","college",1
"go","come",1
"go","fellow",1
"go","free",1
"go","hand",1
"go","history",1
"go","hungry",1
"go","lead",1
"go","need",1
"go","step",1
"go","test",1
"go","time",1
"go","work",1
"godsend","st",1
"good","angel",1
"good","believe",1
"good","conscience",1
"good","deed",1
"good","educational",1
"good","effort",1
"good","fortune",1
"good","good",1
"good","history",1
"good","hope",1
"good","let",1
"good","look",1
"good","people",1
"good","service",1
"good","way",1
"good","word",1
"good","work",1
"goodness","story",1
"government","be",1
"government","big",1
"government","cast",1
"government","change",1
"government","other",1
"government","people",1
"government","place",1
"government","question",1
"government","revamp",1
"government","small",1
"government","solution",1
"government","time",1
"government","today",1
"government","tomorrow",1
"government","undertake",1
"government","watch",1
"grand","capital",1
"grand","global",1
"grandchild","know",1
"grandparent","have",1
"grant","role",1
"grateful","happy",1
"grateful","trust",1
"gratitude","brave",1
"grave","responsibility",1
"grave","young",1
"great","chapter",1
"great","cooperation",1
"great","debate",1
"great","democracy",1
"great","difference",1
"great","different",1
"great","effort",1
"great","gift",1
"great","good",1
"great","hope",1
"great","land",1
"great","middle",1
"great","mighty",1
"great","natural",1
"great","powerful",1
"great","responsibility",1
"great","reward",1
"great","small",1
"great","society",1
"great","stake",1
"great","thing",1
"great","wealth",1
"greatness","endure",1
"greatness","give",1
"greatness","goodness",1
"greatness","sweat",1
"greatness","understand",1
"greed","irresponsibility",1
"grid","digital",1
"grievance","false",1
"grind","few",1
"grind","shift",1
"grind","world",1
"gross","domestic",1
"group","nation",1
"grow","connection",1
"grow","inequity",1
"grow","many",1
"grow","middle",1
"grow","prudent",1
"grow","small",1
"growth","seem",1
"guarantee","fail",1
"guarantee","real",1
"guard","own",1
"guardian","liberty",1
"guardrail","republic",1
"guide","ancient",1
"guide","forebear",1
"guide","guide",1
"guide","man",1
"guide","principle",1
"guide","story",1
"habit","do",1
"habit","expect",1
"half","century",1
"half","free",1
"half","slave",1
"hallow","grind",1
"hand","continent",1
"hand","fellow",1
"hand","good",1
"hand","have",1
"hand","mankind",1
"hand","new",1
"hand","power",1
"hand","raw",1
"hand","strength",1
"hand","will",1
"hang","balance",1
"hang","space",1
"happen","today",1
"happiness","few",1
"happiness","own",1
"happiness","progress",1
"happiness","real",1
"happiness","today",1
"happy","heart",1
"hard","bitter",1
"hard","fight",1
"hard","learn",1
"hard","little",1
"hard","truth",1
"harden","heart",1
"hardship","democracy",1
"hardship","let",1
"hardship","support",1
"harm","heir",1
"harness","industrial",1
"harness","new",1
"harness","sun",1
"harsh","favor",1
"harsh","ugly",1
"harvest","child",1
"harvest","sleep",1
"hate","destroy",1
"hate","hate",1
"hate","rob",1
"hatred","difference",1
"hatred","extremism",1
"hatred","new",1
"hatred","pass",1
"have","blood",1
"have","cause",1
"have","change",1
"have","different",1
"have","do",1
"have","earn",1
"have","face",1
"have","fight",1
"have","good",1
"have","great",1
"have","high",1
"have","make",1
"have","moment",1
"have","obligation",1
"have","own",1
"have","power",1
"have","promise",1
"have","rage",1
"have","same",1
"have","secure",1
"have","tell",1
"have","time",1
"have","turn",1
"hazard","misfortune",1
"head","cooperation",1
"heal","break",1
"heal","build",1
"heal","greatness",1
"heal","miracle",1
"hear","call",1
"hear","disagreement",1
"hear","move",1
"hear","preacher",1
"hear","proclaim",1
"hear","see",1
"hear","trumpet",1
"hear","will",1
"heart","bless",1
"heart","charity",1
"heart","come",1
"heart","day",1
"heart","dream",1
"heart","hand",1
"heart","know",1
"heart","old",1
"heart","pride",1
"heart","show",1
"heart","task",1
"heaven","invent",1
"heavy","burden",1
"heed","corner",1
"height","place",1
"heir","first",1
"heir","win",1
"help","answer",1
"help","believe",1
"help","family",1
"help","help",1
"help","know",1
"help","many",1
"help","period",1
"help","reclaim",1
"help","show",1
"help","trouble",1
"hemisphere","intend",1
"heritage","strength",1
"heritage","unwilling",1
"hero","give",1
"hero","lie",1
"heroic","journey",1
"high","education",1
"high","office",1
"highway","speed",1
"hill","quiet",1
"hire","people",1
"historic","effort",1
"historic","moment",1
"historic","number",1
"history","act",1
"history","american",1
"history","believe",1
"history","build",1
"history","challenge",1
"history","constant",1
"history","decide",1
"history","elect",1
"history","extend",1
"history","faith",1
"history","final",1
"history","hope",1
"history","meet",1
"history","much",1
"history","tell",1
"history","world",1
"hold","account",1
"hold","depth",1
"hold","ideal",1
"hold","mortal",1
"hold","truth",1
"home","lose",1
"home","rich",1
"home","shrink",1
"home","stand",1
"home","sweep",1
"home","world",1
"honest","labor",1
"honesty","hard",1
"honor","become",1
"honor","constitution",1
"honor","guardian",1
"honor","truth",1
"hope","age",1
"hope","become",1
"hope","bring",1
"hope","day",1
"hope","faith",1
"hope","faithful",1
"hope","find",1
"hope","follow",1
"hope","heart",1
"hope","man",1
"hope","mankind",1
"hope","patient",1
"hope","poor",1
"hope","renewal",1
"hope","truth",1
"hopeful","immigrant",1
"hopeful","people",1
"hopeless","poverty",1
"hopelessness","unity",1
"horizon","carry",1
"horseback","ocean",1
"host","cooperative",1
"hostile","camp",1
"hostile","power",1
"hour","day",1
"hour","exercise",1
"hour","friend",1
"hour","maximum",1
"hour","meet",1
"hour","patrol",1
"hour","see",1
"huddle","dying",1
"human","affair",1
"human","decency",1
"human","dignity",1
"human","heart",1
"human","poverty",1
"human","right",1
"human","spirit",1
"humanity","plan",1
"humanity","reveal",1
"humble","faith",1
"humble","gratitude",1
"humble","task",1
"humble","try",1
"humility","restraint",1
"humility","will",1
"hundred","thousand",1
"hungry","mind",1
"husband","wife",1
"hut","village",1
"icy","current",1
"icy","river",1
"idea","articulate",1
"idea","bear",1
"idea","ennoble",1
"idea","idea",1
"idea","infuse",1
"idea","new",1
"idea","pass",1
"idea","technology",1
"idea","temper",1
"ideal","borrow",1
"ideal","create",1
"ideal","forebear",1
"ideal","found",1
"ideal","life",1
"ideal","light",1
"idealism","help",1
"ignite","spark",1
"ill","cure",1
"ill","pay",1
"ill","west",1
"illness","home",1
"illness","seem",1
"imagination","join",1
"imagine","draft",1
"imagine","life",1
"immigrant","give",1
"immigrant","realize",1
"immigrant","see",1
"impact","rage",1
"important","life",1
"important","maintain",1
"important","thing",1
"impulse","lurk",1
"inadequate","need",1
"inaugural","thousand",1
"inaugurate","bear",1
"inauguration","th",1
"increase","bounty",1
"increase","inequality",1
"incredible","be",1
"independence","world",1
"indicator","crisis",1
"indifference","suffer",1
"indispensable","nation",1
"individual","ambition",1
"indivisible","carry",1
"induce","terror",1
"industrial","power",1
"industrial","revolution",1
"industry","claim",1
"inequality","deep",1
"inequity","sting",1
"inevitable","next",1
"infuse","conviction",1
"inhabit","much",1
"inherit","economy",1
"initiative","enterprise",1
"initiative","strengthen",1
"injustice","people",1
"innocent","say",1
"innovation","idea",1
"insistence","hard",1
"inspection","control",1
"inspire","hope",1
"inspire","story",1
"institution","extend",1
"instrument","meet",1
"instrument","peace",1
"instrument","war",1
"intend","move",1
"intend","remain",1
"interest","challenge",1
"interest","conscience",1
"interest","mutual",1
"interest","public",1
"interest","putting",1
"interest","regain",1
"interest","unity",1
"interest","world",1
"international","community",1
"internet","mystical",1
"intrigue","calculation",1
"invective","strengthen",1
"invent","computer",1
"invest","generation",1
"invest","much",1
"investment","mobile",1
"invoke","wonder",1
"iron","tyranny",1
"irresponsibility","part",1
"isolation","terrific",1
"issue","globe",1
"job","business",1
"job","certain",1
"job","decent",1
"job","future",1
"job","lie",1
"job","lose",1
"job","loss",1
"job","new",1
"job","see",1
"job","shed",1
"job","understand",1
"joblessness","hopelessness",1
"join","cause",1
"join","celebration",1
"join","common",1
"join","create",1
"join","force",1
"join","government",1
"join","historic",1
"join","moment",1
"join","oppose",1
"join","pledge",1
"join","reason",1
"journey","bridge",1
"journey","come",1
"journey","continue",1
"journey","end",1
"journey","life",1
"journey","share",1
"journey","shortcut",1
"joy","cometh",1
"joy","last",1
"joyful","mountaintop",1
"judge","build",1
"judge","deed",1
"judge","resolve",1
"judge","thy",1
"judgment","harsh",1
"judgment","man",1
"judgment","science",1
"jungle","suspicion",1
"justice","defer",1
"justice","die",1
"justice","promise",1
"justice","write",1
"justice","year",1
"justness","cause",1
"keep","company",1
"keep","freedom",1
"keep","health",1
"keep","old",1
"keep","safe",1
"keep","service",1
"keep","term",1
"keep","vigilant",1
"keeper","legacy",1
"kindness","take",1
"king","privilege",1
"kitchen","table",1
"know","care",1
"know","endure",1
"know","failure",1
"know","force",1
"know","friend",1
"know","heart",1
"know","hemisphere",1
"know","join",1
"know","make",1
"know","much",1
"know","new",1
"know","opportunity",1
"know","patchwork",1
"know","people",1
"know","posterity",1
"know","power",1
"know","resilience",1
"know","say",1
"know","speak",1
"know","surrender",1
"know","thank",1
"know","thrive",1
"know","today",1
"know","wish",1
"know","wrong",1
"knowledge","be",1
"knowledge","call",1
"knowledge","fate",1
"knowledge","go",1
"knowledge","power",1
"knowledge","sacrifice",1
"knowledge","surrounding",1
"lab","bring",1
"labor","carry",1
"labor","liberate",1
"labor","redeem",1
"land","conceive",1
"land","education",1
"land","find",1
"land","great",1
"land","heal",1
"land","horseback",1
"land","learn",1
"land","let",1
"land","love",1
"land","nag",1
"land","opportunity",1
"land","rich",1
"land","snow",1
"land","today",1
"land","world",1
"lane","know",1
"language","culture",1
"lash","blood",1
"lash","whip",1
"last","birthright",1
"last","full",1
"last","gather",1
"last","good",1
"last","month",1
"last","night",1
"last","peace",1
"last","presidential",1
"last","reach",1
"last","week",1
"laughter","child",1
"law","abide",1
"law","create",1
"law","heart",1
"law","right",1
"law","strong",1
"lawlessness","violence",1
"lead","ask",1
"lead","beloved",1
"lead","disunion",1
"lead","do",1
"lead","example",1
"lead","force",1
"lead","land",1
"lead","make",1
"lead","much",1
"lead","whole",1
"lead","world",1
"leader","give",1
"leader","globe",1
"leader","leader",1
"leader","pledge",1
"learn","democracy",1
"learn","hardship",1
"learn","know",1
"learn","man",1
"learn","much",1
"learn","open",1
"learn","scholar",1
"learn","union",1
"learn","work",1
"leave","country",1
"leave","footprint",1
"leave","people",1
"legacy","guide",1
"leisure","work",1
"lend","hand",1
"lend","mean",1
"lessen","nuclear",1
"lesson","past",1
"lesson","time",1
"lest","vital",1
"let","answer",1
"let","brave",1
"let","clean",1
"let","explore",1
"let","fear",1
"let","forget",1
"let","give",1
"let","join",1
"let","journey",1
"let","know",1
"let","lift",1
"let","mark",1
"let","meet",1
"let","nation",1
"let","negotiate",1
"let","neighbor",1
"let","oppress",1
"let","other",1
"let","put",1
"let","reject",1
"let","set",1
"let","shape",1
"let","start",1
"let","take",1
"let","tell",1
"let","weary",1
"let","word",1
"let","work",1
"levee","break",1
"level","defend",1
"liberate","family",1
"liberation","man",1
"liberty","bind",1
"liberty","creed",1
"liberty","demand",1
"liberty","dignity",1
"liberty","embody",1
"liberty","equality",1
"liberty","home",1
"liberty","own",1
"liberty","same",1
"library","child",1
"lie","age",1
"lie","bed",1
"lie","lie",1
"lie","look",1
"lie","new",1
"lie","tell",1
"life","administration",1
"life","bad",1
"life","call",1
"life","celebrate",1
"life","cure",1
"life","end",1
"life","fellow",1
"life","government",1
"life","journey",1
"life","leave",1
"life","mankind",1
"life","mean",1
"life","neighbor",1
"life","say",1
"life","serve",1
"life","time",1
"life","toil",1
"life","universal",1
"life","waver",1
"life","year",1
"lifetime","depression",1
"lifetime","planet",1
"lifetime","service",1
"lift","defense",1
"lift","eye",1
"lift","fortune",1
"lift","suspicion",1
"light","country",1
"light","darkness",1
"light","day",1
"light","freedom",1
"light","posterity",1
"like","ask",1
"like","enjoy",1
"like","long",1
"limitless","possess",1
"limitless","potential",1
"line","fee",1
"line","tribe",1
"listen","hear",1
"little","girl",1
"little","measurable",1
"little","other",1
"little","tolerance",1
"little","year",1
"live","democracy",1
"live","equal",1
"live","good",1
"live","hopeless",1
"live","learn",1
"live","life",1
"live","true",1
"livelihood","today",1
"local","restaurant",1
"lock","door",1
"long","blessing",1
"long","cold",1
"long","debate",1
"long","difficult",1
"long","heroic",1
"long","history",1
"long","twilight",1
"long","wind",1
"look","be",1
"look","folk",1
"look","great",1
"look","know",1
"look","own",1
"look","remarkable",1
"look","rocket",1
"look","scene",1
"look","stand",1
"look","understand",1
"look","uniquely",1
"look","worship",1
"lose","balance",1
"lose","hundred",1
"lose","know",1
"lose","life",1
"lose","million",1
"lose","past",1
"loss","sudden",1
"loud","din",1
"love","ask",1
"love","commit",1
"love","define",1
"love","heal",1
"love","heart",1
"low","cost",1
"low","sight",1
"low","temperature",1
"loyalty","faithful",1
"loyalty","patriotism",1
"lucky","happiness",1
"lurk","far",1
"maintain","economic",1
"maintain","let",1
"maintain","strong",1
"majestic","land",1
"majesty","mean",1
"make","adversary",1
"make","american",1
"make","anew",1
"make","country",1
"make","covenant",1
"make","difference",1
"make","exceptional",1
"make","farm",1
"make","flag",1
"make","government",1
"make","great",1
"make","health",1
"make","human",1
"make","journey",1
"make","kitchen",1
"make","lead",1
"make","moment",1
"make","move",1
"make","much",1
"make","nation",1
"make","other",1
"make","real",1
"make","rebuild",1
"make","reform",1
"make","revolution",1
"make","true",1
"make","whole",1
"make","word",1
"maker","thing",1
"mall","hear",1
"mall","man",1
"mall","speak",1
"mall","word",1
"man","charter",1
"man","citizen",1
"man","come",1
"man","create",1
"man","day",1
"man","dominion",1
"man","father",1
"man","find",1
"man","free",1
"man","hold",1
"man","life",1
"man","man",1
"man","own",1
"man","proud",1
"man","stand",1
"man","tyranny",1
"manage","crisis",1
"manage","public",1
"maneuver","position",1
"manipulate","manufacture",1
"mankind","final",1
"mankind","join",1
"many","big",1
"many","century",1
"many","fellow",1
"many","land",1
"many","life",1
"many","make",1
"many","poor",1
"march","music",1
"march","new",1
"march","right",1
"marginalize","victim",1
"mark","day",1
"mark","swear",1
"market","force",1
"market","spin",1
"market","thrive",1
"mass","misery",1
"massive","debt",1
"master","own",1
"master","rare",1
"mastery","destruction",1
"mastery","nature",1
"mastery","other",1
"match","strength",1
"math","science",1
"matter","live",1
"maximum","danger",1
"may","other",1
"mean","american",1
"mean","change",1
"mean","day",1
"mean","define",1
"mean","great",1
"mean","liberty",1
"mean","lot",1
"mean","moment",1
"mean","much",1
"mean","old",1
"mean","word",1
"measurable","profound",1
"measure","devotion",1
"measure","happiness",1
"measure","heart",1
"measure","security",1
"measure","unity",1
"medicine","last",1
"meet","challenge",1
"meet","face",1
"meet","faith",1
"meet","force",1
"meet","hardship",1
"meet","powerful",1
"meet","short",1
"meet","yesterday",1
"member","join",1
"memory","lose",1
"memory","short",1
"mention","complete",1
"mere","charity",1
"message","border",1
"microchip","deepen",1
"midst","change",1
"midst","crisis",1
"mighty","industrial",1
"mighty","peace",1
"millennium","edge",1
"million","able",1
"million","fracture",1
"million","job",1
"million","like",1
"million","man",1
"million","other",1
"million","poor",1
"million","schoolchild",1
"mind","inventive",1
"mindful","sacrifice",1
"minority","extend",1
"miracle","medicine",1
"miracle","neighbor",1
"misery","much",1
"misery","pledge",1
"missile","tank",1
"mission","demand",1
"mission","new",1
"mission","timeless",1
"mistake","absolutism",1
"mistake","enemy",1
"mob","think",1
"mobile","technology",1
"modern","economy",1
"modern","weapon",1
"mom","dad",1
"mom","say",1
"moment","betray",1
"moment","carry",1
"moment","companion",1
"moment","crisis",1
"moment","democracy",1
"moment","enough",1
"moment","generation",1
"moment","moment",1
"moment","outcome",1
"moment","require",1
"moment","seize",1
"moment","silence",1
"moment","silent",1
"moment","stand",1
"month","last",1
"month","small",1
"month","teach",1
"mortal","hand",1
"mortgage","think",1
"mother","daughter",1
"mountaintop","celebration",1
"move","conscience",1
"move","determine",1
"move","mission",1
"move","realize",1
"move","take",1
"move","welfare",1
"movement","people",1
"much","ancient",1
"much","celebrate",1
"much","control",1
"much","dare",1
"much","gain",1
"much","give",1
"much","government",1
"much","little",1
"much","make",1
"much","old",1
"much","opportunity",1
"much","order",1
"much","own",1
"much","place",1
"much","pledge",1
"much","powerful",1
"much","reach",1
"much","recall",1
"much","repair",1
"much","require",1
"much","resource",1
"much","rest",1
"much","vice",1
"much","word",1
"multiply","nation",1
"multitude","define",1
"music","time",1
"musket","militia",1
"muslim","world",1
"muster","determination",1
"mutual","interest",1
"mutual","respect",1
"myriad","diversity",1
"mystery","american",1
"mystical","province",1
"nag","fear",1
"naive","danger",1
"name","call",1
"name","go",1
"name","know",1
"nation","absolute",1
"nation","adversary",1
"nation","balance",1
"nation","be",1
"nation","believe",1
"nation","believer",1
"nation","care",1
"nation","coast",1
"nation","color",1
"nation","commit",1
"nation","defend",1
"nation","economy",1
"nation","fortify",1
"nation","future",1
"nation","generosity",1
"nation","good",1
"nation","grandparent",1
"nation","grave",1
"nation","history",1
"nation","like",1
"nation","make",1
"nation","man",1
"nation","meet",1
"nation","move",1
"nation","naive",1
"nation","need",1
"nation","nonbelievers",1
"nation","past",1
"nation","place",1
"nation","pledge",1
"nation","prophet",1
"nation","prosperous",1
"nation","rely",1
"nation","reward",1
"nation","speak",1
"nation","spread",1
"nation","state",1
"nation","stranger",1
"nation","summon",1
"nation","take",1
"nation","taker",1
"nation","technology",1
"nation","way",1
"nation","word",1
"nation","worker",1
"nation","world",1
"national","loyalty",1
"national","office",1
"national","treasure",1
"nativism","fear",1
"natural","bounty",1
"nature","multiply",1
"necessary","sustain",1
"necessity","courage",1
"need","call",1
"need","capitalist",1
"need","dramatic",1
"need","equip",1
"need","hand",1
"need","last",1
"need","reconnect",1
"need","strength",1
"need","time",1
"need","work",1
"negotiate","fear",1
"neighbor","coworker",1
"neighbor","know",1
"neighbor","suffer",1
"network","research",1
"network","violence",1
"new","alliance",1
"new","balance",1
"new","challenge",1
"new","danger",1
"new","day",1
"new","endeavor",1
"new","foundation",1
"new","future",1
"new","good",1
"new","history",1
"new","idea",1
"new","industry",1
"new","life",1
"new","many",1
"new","mean",1
"new","millennium",1
"new","miracle",1
"new","plague",1
"new","prospect",1
"new","purpose",1
"new","response",1
"new","responsibility",1
"new","season",1
"new","state",1
"new","target",1
"new","threat",1
"new","tie",1
"new","value",1
"new","vision",1
"new","wave",1
"new","way",1
"new","weak",1
"news","same",1
"news","travel",1
"next","century",1
"next","generation",1
"next","great",1
"next","man",1
"night","joy",1
"night","stare",1
"night","today",1
"noble","chapter",1
"noble","idea",1
"none","avoid",1
"nourish","starve",1
"nuclear","chemical",1
"nuclear","threat",1
"number","fellow",1
"nurture","child",1
"oath","country",1
"oath","different",1
"oath","give",1
"oath","patriot",1
"obligation","nation",1
"obligation","pass",1
"obligation","posterity",1
"obligation","shape",1
"obscure","labor",1
"observe","amen",1
"observe","today",1
"obsession","cripple",1
"occasion","oath",1
"occasion","question",1
"ocean","depth",1
"ocean","search",1
"odd","split",1
"offer","much",1
"offer","pledge",1
"offer","special",1
"office","party",1
"office","people",1
"office","vice",1
"old","age",1
"old","ally",1
"old","animosity",1
"old","dream",1
"old","friend",1
"old","mission",1
"old","order",1
"old","prejudice",1
"old","promise",1
"old","tell",1
"old","value",1
"old","way",1
"old","wound",1
"one","have",1
"one","own",1
"one","recite",1
"one","succeed",1
"one","try",1
"open","knowledge",1
"open","public",1
"open","soul",1
"openness","endless",1
"opinion","deep",1
"opportunity","all",1
"opportunity","bright",1
"opportunity","build",1
"opportunity","clean",1
"opportunity","dignity",1
"opportunity","guarantee",1
"opportunity","human",1
"opportunity","new",1
"opportunity","security",1
"opportunity","will",1
"oppose","aggression",1
"oppose","foe",1
"oppress","go",1
"optimistic","set",1
"order","changeless",1
"order","pass",1
"order","word",1
"origin","name",1
"origin","share",1
"other","adversary",1
"other","care",1
"other","day",1
"other","dignity",1
"other","end",1
"other","generation",1
"other","idea",1
"other","let",1
"other","need",1
"other","one",1
"other","person",1
"other","power",1
"other","pursue",1
"other","serve",1
"other","thing",1
"other","work",1
"other","young",1
"ours","time",1
"outcome","revolution",1
"outlast","defeat",1
"outline","year",1
"outpace","instrument",1
"outwear","program",1
"overburden","cost",1
"overcome","challenge",1
"overcome","deadly",1
"overwhelm","judgment",1
"owe","forebearers",1
"own","believe",1
"own","freedom",1
"own","heart",1
"own","house",1
"own","man",1
"own","ours",1
"own","renewal",1
"own","rocket",1
"own","understand",1
"own","union",1
"own","work",1
"pack","few",1
"pain","see",1
"painful","lesson",1
"pandemic","fellow",1
"pandemic","promise",1
"paper","say",1
"parent","willingness",1
"part","american",1
"part","collective",1
"part","common",1
"part","renewal",1
"part","tomorrow",1
"partial","stand",1
"participation","deserve",1
"partner","peace",1
"party","celebration",1
"party","do",1
"party","faction",1
"party","presence",1
"pass","generation",1
"pass","line",1
"pass","replace",1
"pass","today",1
"passenger","dot",1
"passion","dedication",1
"past","plague",1
"past","remain",1
"past","seek",1
"past","twilight",1
"past","year",1
"pat","protect",1
"patchwork","heritage",1
"path","disagreement",1
"path","fainthearted",1
"path","happiness",1
"path","prosperity",1
"path","sustainable",1
"patience","grateful",1
"patient","tribulation",1
"patriot","fight",1
"patriot","huddle",1
"patriot","take",1
"patriotism","thing",1
"patrol","desert",1
"pay","liberty",1
"pay","mortgage",1
"pay","price",1
"pay","way",1
"peace","bitterness",1
"peace","dark",1
"peace","dignity",1
"peace","freedom",1
"peace","old",1
"peace","preserve",1
"peace","progress",1
"peace","proud",1
"peace","renew",1
"peace","require",1
"peace","time",1
"peaceful","competition",1
"peaceful","diplomacy",1
"peaceful","revolution",1
"peaceful","transfer",1
"peaceful","world",1
"peak","be",1
"pen","paper",1
"people","bright",1
"people","century",1
"people","choose",1
"people","common",1
"people","declare",1
"people","entrust",1
"people","faith",1
"people","fate",1
"people","feel",1
"people","forge",1
"people","great",1
"people","hear",1
"people","heed",1
"people","hut",1
"people","job",1
"people","know",1
"people","let",1
"people","life",1
"people","maneuver",1
"people","meet",1
"people","multitude",1
"people","muster",1
"people","other",1
"people","patriot",1
"people","planet",1
"people","poor",1
"people","powerful",1
"people","remain",1
"people","rest",1
"people","return",1
"people","seek",1
"people","solution",1
"people","speak",1
"people","stop",1
"people","strange",1
"people","summon",1
"people","take",1
"people","teach",1
"people","toil",1
"people","understand",1
"people","union",1
"people","unite",1
"people","uphold",1
"people","want",1
"people","waste",1
"people","welfare",1
"people","whom",1
"people","will",1
"people","world",1
"people","yes",1
"perennial","victory",1
